-9.864940005325363408e-04	6.477099343677484959e-03
1.349132491151422419e-02	3.669343784198395020e-02
2.678425838830396366e-02	1.051540719303978577e-01
4.285426710397734901e-02	1.940562634284901666e-01
5.625828359032243597e-02	2.848167783274623832e-01
7.621619764043292833e-02	3.785134441998247445e-01
8.980535247603690929e-02	4.829512193292726518e-01
1.017652898381624926e-01	5.932612964055009597e-01
1.145028082671754877e-01	7.068420226672779139e-01
1.290546825189258229e-01	8.058163269981390986e-01
1.468649917176329533e-01	9.282798391161214413e-01
1.603430635436816354e-01	1.040708404869352677e+00
1.778201237137227442e-01	1.156073121595974529e+00
1.905576421427357670e-01	1.266123033396079567e+00
2.034062435813040748e-01	1.393269520484278878e+00
2.214387187991219141e-01	1.510641226483850685e+00
2.393971386772362209e-01	1.624221952745627862e+00
2.526900721540258909e-01	1.740144166492513023e+00
2.663532823293334739e-01	1.862050181590231501e+00
2.818678759972301218e-01	1.980090884014119812e+00
3.005298216025282798e-01	2.098726249926290865e+00
3.130451740124305382e-01	2.223382583657311340e+00
3.295224870964736374e-01	2.340531290848777424e+00
3.436670569798543906e-01	2.459686987313193907e+00
3.568859351169404448e-01	2.575274702847920594e+00
3.720672797561710987e-01	2.704651178017176694e+00
3.882113438115480375e-01	2.820015894743798324e+00
4.030964670919645054e-01	2.945527057239224700e+00
4.164264282386059279e-01	3.067507405272976939e+00
4.315707452079846074e-01	3.192795568960296926e+00
4.475296709141027285e-01	3.313103425933259238e+00
4.606744937114854443e-01	3.441885237614232818e+00
4.785588582498960797e-01	3.553012976986849036e+00
4.915185426980198669e-01	3.688150254698832065e+00
5.100694052937625456e-01	3.807900614651529292e+00
5.239547814881807541e-01	3.930624292045635571e+00
5.394693751560772910e-01	4.048590661533489232e+00
5.535398896997545393e-01	4.172206334160017072e+00
5.707947838506850502e-01	4.305373789067067136e+00
5.837544682988087263e-01	4.420032342901353495e+00
5.976398444932269349e-01	4.548851321050345398e+00
6.104514182619436014e-01	4.663175376672474393e+00
6.296687789150182679e-01	4.791251025461114921e+00
6.417768269565511385e-01	4.917617016720944534e+00
